1	150733681_0070132925	3.000000	6.900000	0.000130	100.000000	15	0.647130
2	617562871_0070132925	0.000000	8.300000	0.000010	0.000000	0	0.647130
3	150659207_0070132925	0.000000	8.300000	0.000050	100.000000	12	0.647130
4	150737576_0070132925	8.000000	8.300000	0.000060	0.000000	0	0.647130
5	10575683878_0070141410	33.000000	9.900000	0.002136	0.000000	0	0.760620
6	150636787_0070132925	2.000000	11.000000	0.000030	100.000000	10	0.647130
7	10583322881_0070228747	16.000000	12.800000	0.000670	0.000000	0	0.000000
8	10035140082_0010128947	158.000000	14.600000	0.018620	99.000000	2518	0.000000
9	161654893_0070141410	158.000000	14.900000	0.008868	95.000000	199	0.760620
10	10051769340_0010128947	4.000000	15.800000	0.003630	99.000000	795	0.000000
11	10047810611_0010128947	19.000000	16.799999	0.001490	99.000000	669	0.000000
12	10394441394_0010128947	225.000000	16.799999	0.002800	99.000000	567	0.000000
13	10439026822_0000000000	10040.000000	16.799999	0.536064	97.000000	4990	1.000000
14	10574082926_0070216272	1.000000	16.900000	0.000000	100.000000	27	0.000000
15	10583732606_0070118025	149.000000	16.900000	0.003130	0.000000	0	0.733090
16	10394441334_0010128947	98.000000	18.799999	0.001620	99.000000	459	0.000000
17	10578907555_0000000000	186.000000	19.799999	0.001310	100.000000	0	1.000000
18	10583975078_0070215136	10.000000	19.900000	0.000400	0.000000	0	0.000000
19	193492283_0070132925	1.000000	20.700001	0.000030	100.000000	5	0.647130
20	150657020_0070132925	4.000000	20.799999	0.000110	94.000000	48	0.647130
21	150787568_0070132925	1.000000	22.000000	0.000000	0.000000	0	0.647130
22	150785526_0070132925	4.000000	22.100000	0.000040	91.000000	11	0.647130
23	10533636268_0010128947	366.000000	22.799999	0.003710	97.000000	221	0.000000
24	781465665_0010128947	396.000000	23.799999	0.102710	99.000000	17191	0.000000
25	10567807303_0070206093	59.000000	23.799999	0.006590	89.000000	9	0.000000
26	617557564_0070132925	0.000000	24.799999	0.000030	100.000000	6	0.647130
27	10568960452_0070222014	82.000000	24.900000	0.006610	96.000000	23	0.000000
28	10574159229_0070216272	8.000000	25.000000	0.000030	100.000000	27	0.000000
29	644417895_0070071746	1.000000	25.500000	0.000240	88.000000	32	0.763430
30	10243584383_0070182640	283.000000	25.500000	0.028932	97.000000	1239	0.000000
31	10578889523_0070182640	61.000000	25.799999	0.004932	100.000000	19	0.000000
32	10578094451_0070148454	0.000000	25.900000	0.000000	0.000000	0	0.765810
33	160763546_0070128863	610.000000	25.900000	0.107052	96.000000	11935	0.797050
34	10569082340_0070216272	2.000000	26.900000	0.000024	100.000000	4	0.000000
35	10583975079_0070215136	76.000000	26.900000	0.005240	0.000000	0	0.000000
36	10586637096_0070209249	0.000000	26.900000	0.000000	0.000000	0	0.000000
37	150050852_0070132925	2.000000	27.600000	0.000070	96.000000	27	0.647130
38	10574159228_0070216272	11.000000	28.000000	0.000450	100.000000	27	0.000000
39	683840042_0070150997	3.000000	28.799999	0.000110	92.000000	23	0.636030
40	10547452099_0070215136	462.000000	28.799999	0.019170	98.000000	597	0.000000
41	10583975080_0070215136	12.000000	28.799999	0.000670	0.000000	0	0.000000
42	193490722_0070132925	0.000000	29.000000	0.000020	100.000000	1	0.647130
43	10569523249_0070212931	15.000000	29.799999	0.000350	98.000000	612	0.000000
44	10586099910_0070182640	8.000000	29.799999	0.001332	0.000000	0	0.000000
45	10585968169_0070212931	0.000000	29.900000	0.000000	0.000000	0	0.000000
46	10571526621_0070221084	14.000000	29.900000	0.000840	93.000000	14	0.000000
47	10563898487_0070219906	0.000000	29.900000	0.000000	0.000000	0	0.000000
48	10511746393_0070209249	1.000000	29.900000	0.000660	97.000000	134	0.000000
49	10559937138_0070141410	503.000000	29.900000	0.027336	97.000000	99	0.760620
50	646330798_0070106098	1.000000	29.900000	0.001040	93.000000	215	0.729140
51	10583731777_0070211417	4.000000	29.900000	0.000260	0.000000	0	0.000000
52	162127452_0070135683	28.000000	29.900000	0.004960	99.000000	820	0.651790
53	10575649416_0070141410	28.000000	29.900000	0.002148	100.000000	11	0.760620
54	138222142_0070119091	107.000000	29.900000	0.046350	97.000000	9227	0.673720
55	10582671219_0070104637	4.000000	29.900000	0.000220	0.000000	0	0.724630
56	10528252007_0070212931	78.000000	29.900000	0.007240	98.000000	612	0.000000
