1	10053013517_0070175978	0.000000	8.800000	0.000010	100.000000	1	0.000000
2	10512823435_0070205325	15.000000	8.800000	0.001140	99.000000	539	0.000000
3	698726182_0070170938	14.000000	8.800000	0.000790	96.000000	604	0.000000
4	10556384755_0070205325	16.000000	8.800000	0.001900	99.000000	539	0.000000
5	10563204242_0070182542	160.000000	8.800000	0.007800	100.000000	2180	0.000000
6	10496139158_0070205325	1.000000	8.800000	0.000450	99.000000	539	0.000000
7	10480012956_0070205325	1.000000	8.800000	0.000020	100.000000	28	0.000000
8	10573866307_0070224382	3.000000	8.800000	0.000210	100.000000	1	0.000000
9	10496139407_0070205325	3.000000	8.800000	0.000100	99.000000	539	0.000000
10	10512895500_0070205325	4.000000	8.800000	0.000530	99.000000	539	0.000000
11	839121442_0070164450	3.000000	8.800000	0.000720	94.000000	38	0.644930
12	624718683_0070137013	25.000000	8.800000	0.002800	98.000000	35586	0.866940
13	10578983769_0070225850	0.000000	8.800000	0.000000	100.000000	0	0.000000
14	673806924_0070121079	2.000000	8.800000	0.000120	100.000000	67	0.750670
15	10573866382_0070224382	0.000000	8.800000	0.000000	100.000000	0	0.000000
16	10496138854_0070205325	12.000000	8.800000	0.001210	99.000000	539	0.000000
17	124178030_0070066087	0.000000	8.800000	0.000000	0.000000	0	0.669120
18	10579038195_0070225850	1.000000	8.800000	0.000000	100.000000	0	0.000000
19	10563204227_0070182542	56.000000	8.800000	0.004600	100.000000	2180	0.000000
20	10496138961_0070205325	3.000000	8.800000	0.000270	99.000000	539	0.000000
21	10579051261_0070225850	0.000000	8.800000	0.000000	100.000000	0	0.000000
22	10573864395_0070224382	0.000000	8.800000	0.000000	100.000000	0	0.000000
23	10578988461_0070225850	4.000000	8.800000	0.000580	100.000000	0	0.000000
24	10512801727_0070205325	7.000000	8.800000	0.000830	99.000000	539	0.000000
25	10573865396_0070224382	0.000000	8.800000	0.000000	100.000000	0	0.000000
26	10562080203_0070196572	0.000000	8.800000	0.000000	100.000000	0	0.000000
27	10479999297_0070205325	15.000000	8.800000	0.000430	99.000000	426	0.000000
28	10512792611_0070205325	5.000000	8.800000	0.000350	99.000000	539	0.000000
29	10573870408_0070224382	2.000000	8.800000	0.000390	100.000000	1	0.000000
30	10579036152_0070225850	1.000000	8.800000	0.000190	100.000000	0	0.000000
31	10568168217_0070137013	84.000000	8.800000	0.005220	100.000000	30	0.866940
32	10579051538_0070225850	0.000000	8.800000	0.000000	100.000000	0	0.000000
33	10512874017_0070205325	4.000000	8.800000	0.000360	99.000000	539	0.000000
34	10573923010_0070224382	1.000000	8.800000	0.000200	100.000000	0	0.000000
35	622014143_0070121079	0.000000	8.800000	0.000320	98.000000	94	0.750670
36	10578984838_0070225850	0.000000	8.800000	0.000000	100.000000	0	0.000000
37	10496139723_0070205325	0.000000	8.800000	0.000020	99.000000	539	0.000000
38	10496139290_0070205325	1.000000	8.800000	0.000110	99.000000	539	0.000000
39	10563204245_0070182542	42453.000000	8.800000	0.793910	100.000000	2180	0.000000
40	10514955501_0070075671	0.000000	8.800000	0.000000	0.000000	0	0.775910
41	10573926687_0070224382	0.000000	8.800000	0.000000	100.000000	0	0.000000
42	10573884985_0070224382	4.000000	8.800000	0.000630	100.000000	1	0.000000
43	10539915486_0070137013	3.000000	8.800000	0.000140	100.000000	19	0.866940
44	10496139055_0070205325	6.000000	8.800000	0.000380	99.000000	539	0.000000
45	10539093694_0070152425	0.000000	8.800000	0.000000	0.000000	0	0.734920
46	622014161_0070121079	0.000000	8.800000	0.000030	98.000000	94	0.750670
47	10545997252_0070137013	6.000000	8.800000	0.000460	100.000000	11	0.866940
48	10579050830_0070225850	0.000000	8.800000	0.000000	100.000000	0	0.000000
49	10556838738_0070137013	31.000000	8.800000	0.001690	100.000000	54	0.866940
50	10573918016_0070224382	1.000000	8.800000	0.000000	100.000000	0	0.000000
51	826177416_0070170938	22.000000	8.800000	0.002210	96.000000	604	0.000000
52	10573863597_0070224382	3.000000	8.800000	0.000580	100.000000	0	0.000000
53	622014074_0070121079	1.000000	8.800000	0.000080	98.000000	94	0.750670
54	10573864192_0070224382	2.000000	8.800000	0.000730	100.000000	0	0.000000
55	10536888496_0070205325	31.000000	8.800000	0.003220	99.000000	539	0.000000
56	10512886305_0070205325	2.000000	8.800000	0.000100	99.000000	539	0.000000
57	10480012531_0070205325	14.000000	8.800000	0.000090	100.000000	28	0.000000
58	10578986102_0070225850	0.000000	8.800000	0.000000	100.000000	0	0.000000
59	649707079_0070164450	1.000000	8.800000	0.000300	93.000000	29	0.644930
60	10573870693_0070224382	0.000000	8.800000	0.000000	100.000000	0	0.000000
61	10567774882_0070217700	0.000000	8.800000	0.000000	0.000000	0	0.000000
62	10512789870_0070205325	2.000000	8.800000	0.000450	99.000000	539	0.000000
63	622014133_0070121079	1.000000	8.800000	0.000020	98.000000	94	0.750670
64	10496139898_0070205325	0.000000	8.800000	0.000030	99.000000	539	0.000000
65	190482925_0070152425	3.000000	8.800000	0.000490	98.000000	86	0.734920
66	10512797953_0070205325	6.000000	8.800000	0.000350	99.000000	539	0.000000
67	10496138649_0070205325	8.000000	8.800000	0.000570	99.000000	539	0.000000
68	10579051639_0070225850	0.000000	8.800000	0.000000	100.000000	0	0.000000
69	10578988071_0070225850	0.000000	8.800000	0.000000	100.000000	0	0.000000
70	10573924936_0070224382	0.000000	8.800000	0.000000	100.000000	0	0.000000
