1	10065331829_0070142032	16.000000	1258.000000	0.000360	99.000000	518	0.793210
2	10527417568_0070205611	23.000000	1258.000000	0.000228	0.000000	0	0.000000
3	132205772_0070142032	68.000000	1258.000000	0.001812	97.000000	2416	0.793210
4	10527419545_0070205611	30.000000	1258.000000	0.000936	98.000000	260	0.000000
5	621065235_0070152850	60.000000	1266.000000	0.001600	88.000000	26	0.734050
6	129142763_0070175489	20.000000	1268.000000	0.000564	80.000000	36	0.000000
7	10520459480_0070208659	21.000000	1269.000000	0.000530	96.000000	307	0.000000
8	10175328254_0070124998	5.000000	1293.000000	0.000156	100.000000	21	0.755340
9	10175328254_0070184067	18.000000	1293.000000	0.002544	99.000000	4327	0.000000
10	10439125754_0070097859	61.000000	1299.000000	0.001380	93.000000	425	0.775440
11	10439126068_0070098387	12.000000	1299.000000	0.000160	93.000000	699	0.791340
12	150257953_0070097859	121.000000	1309.000000	0.003110	93.000000	619	0.775440
13	131998936_0070098387	53.000000	1309.000000	0.001680	94.000000	902	0.791340
14	10404546577_0070204542	1.000000	1319.000000	0.000036	98.000000	142	0.000000
15	10439125405_0070098387	8.000000	1324.000000	0.000200	94.000000	902	0.791340
16	658636504_0070164812	9.000000	1348.000000	0.000324	93.000000	607	0.850780
17	166136027_0070142032	254.000000	1359.000000	0.005010	97.000000	148	0.793210
18	129321741_0070142032	389.000000	1368.000000	0.008740	97.000000	2416	0.793210
19	10487812194_0070208659	124.000000	1369.000000	0.002490	96.000000	307	0.000000
20	150257953_0070143176	143.000000	1369.000000	0.003440	96.000000	952	0.710690
21	10175328243_0070124998	7.000000	1393.000000	0.000312	99.000000	872	0.755340
22	10242297247_0070124998	10.000000	1393.000000	0.000252	100.000000	21	0.755340
23	10175328255_0070184067	62.000000	1393.000000	0.001824	99.000000	4327	0.000000
24	10175328243_0070184067	5.000000	1393.000000	0.000192	98.000000	272	0.000000
25	10527419564_0070205611	62.000000	1398.000000	0.001500	98.000000	260	0.000000
26	145382876_0070098387	75.000000	1399.000000	0.001940	93.000000	699	0.791340
27	148342077_0070097859	228.000000	1399.000000	0.005370	93.000000	425	0.775440
28	137298646_0070110036	78.000000	1399.000000	0.001932	95.000000	1596	0.776690
29	10504163131_0070208659	0.000000	1399.000000	0.000000	83.000000	6	0.000000
30	10065331825_0070142032	38.000000	1399.000000	0.001740	99.000000	518	0.793210
31	10520458479_0070208659	15.000000	1399.000000	0.000460	96.000000	127	0.000000
32	165929177_0070142032	312.000000	1399.000000	0.007236	97.000000	2416	0.793210
33	131588528_0070098387	10.000000	1424.000000	0.000420	94.000000	902	0.791340
34	10439125903_0070097859	14.000000	1424.000000	0.000280	93.000000	425	0.775440
35	10439126124_0070098387	0.000000	1424.000000	0.000000	93.000000	699	0.791340
